Comment,processed_text,tokens,sentiment_label,sentiment_score
Siap,,[],neutral,0
"maaf. menurut saya Lebih cocok memakai kata ""pembandingan"". kurang tepat memakai kata ""perbandingan"". maaf 😁",maaf cocok pakai banding pakai banding maaf,"['maaf', 'cocok', 'pakai', 'banding', 'pakai', 'banding', 'maaf']",positive,-1
Bang kapan buat rekomendasi tws bang di tahun 2021?,bang rekomendasi tws bang,"['bang', 'rekomendasi', 'tws', 'bang']",neutral,0
Bang gimana caranya dapatkan komentar ❤️?,bang gimana dapat komentar,"['bang', 'gimana', 'dapat', 'komentar']",positive,0
Sip,sip,['sip'],neutral,0
Infinix value for money:3,infinix value for money,"['infinix', 'value', 'for', 'money']",neutral,0
Pin bang,pin bang,"['pin', 'bang']",neutral,0
Kalau asus vivobook 14 yg harga 6-7 juta juga udah tigerlake bang?,asus vivobook yg harga juta udah tigerlake bang,"['asus', 'vivobook', 'yg', 'harga', 'juta', 'udah', 'tigerlake', 'bang']",positive,5
Pinned bang,pinned bang,"['pinned', 'bang']",neutral,0
bang david gk berani head to head sma siomay layar Tn1000s%srgb🤣🤣🤣,bang david gk berani head to head sma siomay layar tnssrgb,"['bang', 'david', 'gk', 'berani', 'head', 'to', 'head', 'sma', 'siomay', 'layar', 'tnssrgb']",neutral,0
i7 harga 10jt sih cakep. Semoga harganya gak balik normal ke 12-15jt-an,i harga jt sih cakep moga harga gak normal jtan,"['i', 'harga', 'jt', 'sih', 'cakep', 'moga', 'harga', 'gak', 'normal', 'jtan']",positive,12
.,,[],neutral,0
Ok,ok,['ok'],positive,4
Thanks bang david yg udh review meskipun yg versi pro. Kmren flash sale kehabisan trs di incer sm makelar jd kga dpt yg buat harganya naik. Tgs infinix tinggal membangun kepercayaan konsumen terhadap laptop ini seperti hpnya jg dan jaringan aftersales yg lbh tersebar terutama ketersedian sparepart dan drivernya.,thanks bang david yg udh review yg versi pro kmren flash sale habis trs incer sm makelar jd kga dpt yg harga tgs infinix tinggal bangun percaya konsumen laptop hpnya jg jaring aftersales yg lbh sebar dian sparepart drivernya,"['thanks', 'bang', 'david', 'yg', 'udh', 'review', 'yg', 'versi', 'pro', 'kmren', 'flash', 'sale', 'habis', 'trs', 'incer', 'sm', 'makelar', 'jd', 'kga', 'dpt', 'yg', 'harga', 'tgs', 'infinix', 'tinggal', 'bangun', 'percaya', 'konsumen', 'laptop', 'hpnya', 'jg', 'jaring', 'aftersales', 'yg', 'lbh', 'sebar', 'dian', 'sparepart', 'drivernya']",positive,6
Selamat gacha,selamat gacha,"['selamat', 'gacha']",positive,5
"@Noven Lukito  Ada kok gan, A416 i3 11th gen. Di 6,99jt mustinya, kalo gak di-mark up sama toko",noven lukito gan a i th gen jt mustinya kalo gak mark up toko,"['noven', 'lukito', 'gan', 'a', 'i', 'th', 'gen', 'jt', 'mustinya', 'kalo', 'gak', 'mark', 'up', 'toko']",neutral,0
hrsnya klo infinix klo gen 11 bisa sertifikasi intel evo nih nanggung 😅,hrsnya klo infinix klo gen sertifikasi intel evo nih nanggung,"['hrsnya', 'klo', 'infinix', 'klo', 'gen', 'sertifikasi', 'intel', 'evo', 'nih', 'nanggung']",neutral,0
Gw milih PC ataupun LAPTOP dengan merk ASUS TETAP OK BANGETTTT🤜🤛💪💪👍👍,gw milih pc laptop merk asus ok bangetttt,"['gw', 'milih', 'pc', 'laptop', 'merk', 'asus', 'ok', 'bangetttt']",positive,2
Oke koh,oke koh,"['oke', 'koh']",positive,2
cakeppp sih,cakeppp sih,"['cakeppp', 'sih']",neutral,0
@@danielricardoronauly3847 Cuman AsuS mudah error di software.,danielricardoronauly cuman asus mudah error software,"['danielricardoronauly', 'cuman', 'asus', 'mudah', 'error', 'software']",negative,-2
@@ghin-san2006 infinix sama asus bagusan mana bro,ghinsan infinix asus bagus bro,"['ghinsan', 'infinix', 'asus', 'bagus', 'bro']",positive,-2
"@@asmaAdindaChannel Bagi gue sama aja. Mereka pake OS yg sama, UI yg sama, Driver dasar yg sama, Kerjaan Office juga sama 🗿",asmaadindachannel gue aja pake os yg ui yg driver dasar yg kerja office,"['asmaadindachannel', 'gue', 'aja', 'pake', 'os', 'yg', 'ui', 'yg', 'driver', 'dasar', 'yg', 'kerja', 'office']",positive,3
"@@ghin-san2006 bearti ada kesamaan,tpi mending pilih yg mana  bro",ghinsan bearti kesamaantpi mending pilih yg bro,"['ghinsan', 'bearti', 'kesamaantpi', 'mending', 'pilih', 'yg', 'bro']",neutral,-3
@@asmaAdindaChannel Bujet lu brp ?,asmaadindachannel bujet lu brp,"['asmaadindachannel', 'bujet', 'lu', 'brp']",neutral,0
"@@ghin-san2006 Bujet tu apa ane gk faham? serius bro ane mah nanya infinix, asus,redmibook, buat pelajar cakep yg mana,soalnya ane baru pertama mubeli gitu.",ghinsan bujet tu ane gk faham serius bro ane mah nanya infinix asusredmibook ajar cakep yg manasoalnya ane mubeli gitu,"['ghinsan', 'bujet', 'tu', 'ane', 'gk', 'faham', 'serius', 'bro', 'ane', 'mah', 'nanya', 'infinix', 'asusredmibook', 'ajar', 'cakep', 'yg', 'manasoalnya', 'ane', 'mubeli', 'gitu']",neutral,-4
ya itu berarti yang disunat dari harga yg bisa murah,ya sunat harga yg murah,"['ya', 'sunat', 'harga', 'yg', 'murah']",positive,8
"Yup, walopun tanpa discreet graphic pun Iris Xe Plus lebih kenceng drpd UHD Graphic",yup walopun discreet graphic iris xe plus kenceng drpd uhd graphic,"['yup', 'walopun', 'discreet', 'graphic', 'iris', 'xe', 'plus', 'kenceng', 'drpd', 'uhd', 'graphic']",negative,-4
"Kam lu wibu bang,seharung ny ""CWIWW"" (Correct Watashi If Watashi Wrong) >.<",kam lu wibu bangseharung ny cwiww correct watashi if watashi wrong,"['kam', 'lu', 'wibu', 'bangseharung', 'ny', 'cwiww', 'correct', 'watashi', 'if', 'watashi', 'wrong']",positive,2
@@PadukaNicho gacha apa?,padukanicho gacha,"['padukanicho', 'gacha']",neutral,0
Menang ram doang= tinggi banget? Awkowkoeko,menang ram doang banget awkowkoeko,"['menang', 'ram', 'doang', 'banget', 'awkowkoeko']",positive,0
"@@novenlukito3356 yg gua cari Asus di harga segitu kalo ga pake Intel caleron n4200, ya pake Intel Pentium gold",novenlukito yg gua cari asus harga segitu kalo ga pake intel caleron n ya pake intel pentium gold,"['novenlukito', 'yg', 'gua', 'cari', 'asus', 'harga', 'segitu', 'kalo', 'ga', 'pake', 'intel', 'caleron', 'n', 'ya', 'pake', 'intel', 'pentium', 'gold']",negative,-2
@@somadlengkong1011 pembandingan?..lebih mending perbandingan..,somadlengkong pembandinganlebih mending banding,"['somadlengkong', 'pembandinganlebih', 'mending', 'banding']",positive,-1
Bang buat rekomendasi antena tv digital dong,bang rekomendasi antena tv digital,"['bang', 'rekomendasi', 'antena', 'tv', 'digital']",neutral,0
Akhirnya di klarifikasi hehe,klarifikasi hehe,"['klarifikasi', 'hehe']",neutral,0
"1:08 Design Infinix ini memang mantap, ditambah lagi udah pakai Core-i7, jaminan lancar browsing internet dan main game nih sepertinya",design infinix mantap tambah udah pakai corei jamin lancar browsing internet main game nih,"['design', 'infinix', 'mantap', 'tambah', 'udah', 'pakai', 'corei', 'jamin', 'lancar', 'browsing', 'internet', 'main', 'game', 'nih']",positive,7
"Mantabh klarifikasinya. Tapi sayang masih kurang pas juga bro. Selisih 20% atau sekitar 2jt gak sebanding kalau perkara RAM, karena RAM bisa diupgrade, kalau Prosesor dan VGA itu udah hampir pasti nyatu sama motherboard, jadi buyer stuck di situ. Melihat brand Infinix yang masih baru di dunia laptop, wajar kalau lebih murah dari brand yang udah settle. Keep up the good work!",mantabh klarifikasi sayang pas bro selisih jt gak banding perkara ram ram diupgrade prosesor vga udah nyatu motherboard buyer stuck situ brand infinix dunia laptop wajar murah brand udah settle keep up the good work,"['mantabh', 'klarifikasi', 'sayang', 'pas', 'bro', 'selisih', 'jt', 'gak', 'banding', 'perkara', 'ram', 'ram', 'diupgrade', 'prosesor', 'vga', 'udah', 'nyatu', 'motherboard', 'buyer', 'stuck', 'situ', 'brand', 'infinix', 'dunia', 'laptop', 'wajar', 'murah', 'brand', 'udah', 'settle', 'keep', 'up', 'the', 'good', 'work']",positive,-2
@@rizqi_krm 8,rizqi krm,"['rizqi', 'krm']",neutral,0
wallpaper laptopnya dapat dimana bang???,wallpaper laptop mana bang,"['wallpaper', 'laptop', 'mana', 'bang']",neutral,0
"@@mynewhobby menurut w juga jauh banget selisihnya Intel gen 10 VS 11, apalagi cuma 2jt bedanya.
i7 gen 11 disiapin buat VS ryzen 7 4000 series makanya gak main-main.
Tdp gen i7 gen 10 cuma 15w up to 25w
i7 gen 11 up to 28w.
Intel iris VS mx330/350 ya jelas pilih yg discrete Vga, bicara value for money kerjaan bisa lebih fleksibel krn Vga bagus.",mynewhobby w banget selisih intel gen vs jt beda i gen disiapin vs ryzen series gak mainmain tdp gen i gen w up to w i gen up to w intel iris vs mx ya pilih yg discrete vga bicara value for money kerja fleksibel krn vga bagus,"['mynewhobby', 'w', 'banget', 'selisih', 'intel', 'gen', 'vs', 'jt', 'beda', 'i', 'gen', 'disiapin', 'vs', 'ryzen', 'series', 'gak', 'mainmain', 'tdp', 'gen', 'i', 'gen', 'w', 'up', 'to', 'w', 'i', 'gen', 'up', 'to', 'w', 'intel', 'iris', 'vs', 'mx', 'ya', 'pilih', 'yg', 'discrete', 'vga', 'bicara', 'value', 'for', 'money', 'kerja', 'fleksibel', 'krn', 'vga', 'bagus']",negative,-7
@@asmaAdindaChannel asus sih mnurutku,asmaadindachannel asus sih mnurutku,"['asmaadindachannel', 'asus', 'sih', 'mnurutku']",neutral,0
"Siap bang dapit, bikin laptop tambah murah🤣",bang dapit bikin laptop murah,"['bang', 'dapit', 'bikin', 'laptop', 'murah']",positive,1
Bang David cobain laptop Acer predator Helios 900 bang soalnya ngga ada yang bahas bang di Indonesia cannel YouTube indo Nesia belum ada bang 🙏,bang david cobain laptop acer predator helios bang ngga bahas bang indonesia cannel youtube indo nesia bang,"['bang', 'david', 'cobain', 'laptop', 'acer', 'predator', 'helios', 'bang', 'ngga', 'bahas', 'bang', 'indonesia', 'cannel', 'youtube', 'indo', 'nesia', 'bang']",negative,-3
"Worth it juga si bang 10jt i7 10th gen, ips 16gb dual channel,dll",worth it si bang jt i th gen ips gb dual channeldll,"['worth', 'it', 'si', 'bang', 'jt', 'i', 'th', 'gen', 'ips', 'gb', 'dual', 'channeldll']",neutral,0
@Risky galucu badut🤡,risky galucu badut,"['risky', 'galucu', 'badut']",neutral,0
@@asmaAdindaChannel asus dong..merk udh bangkotan😂,asmaadindachannel asus dongmerk udh bangkot,"['asmaadindachannel', 'asus', 'dongmerk', 'udh', 'bangkot']",negative,-4
@@i1hack 👍👍,ihack,['ihack'],neutral,0
Ketika denger i7 gen 10 aku langsung loh gen 10. Berarti udah lama. Pantes kalo murah.,denger i gen langsung loh gen udah pantes kalo murah,"['denger', 'i', 'gen', 'langsung', 'loh', 'gen', 'udah', 'pantes', 'kalo', 'murah']",positive,-1
@@novenlukito3356 liat aja seri prosesornya. Kalo d awalnya 11 berarti paling baru. Kalo 10 berarti generasi tahun lalu.,novenlukito liat aja seri prosesor kalo d kalo generasi,"['novenlukito', 'liat', 'aja', 'seri', 'prosesor', 'kalo', 'd', 'kalo', 'generasi']",neutral,-1
@@TeknoReviewNet ga akan balik karena ini i7 seri lama. Tahun maren. Kl skrg seri 10.,teknoreviewnet ga i seri maren kl skrg seri,"['teknoreviewnet', 'ga', 'i', 'seri', 'maren', 'kl', 'skrg', 'seri']",neutral,0
@@jcbwrytm semua bisa. Tp sertifikasi evo itu mahal bos. Laptop harga d atas 20an yg udah.,jcbwrytm tp sertifikasi evo mahal bos laptop harga d an yg udah,"['jcbwrytm', 'tp', 'sertifikasi', 'evo', 'mahal', 'bos', 'laptop', 'harga', 'd', 'an', 'yg', 'udah']",positive,7
@@ghin-san2006 ya jelas sama lah. Sama2 pake windows. Jd ui pasti sama. Driver juga kalo hardware merek sama ya sama juga. Office? Kl loe pke microsoft ya sama lah. Yg beda cuman merek perakitnya aja. Gman sih loe?,ghinsan ya pake windows jd ui driver kalo hardware merek ya office kl loe pke microsoft ya yg beda cuman merek rakit aja gman sih loe,"['ghinsan', 'ya', 'pake', 'windows', 'jd', 'ui', 'driver', 'kalo', 'hardware', 'merek', 'ya', 'office', 'kl', 'loe', 'pke', 'microsoft', 'ya', 'yg', 'beda', 'cuman', 'merek', 'rakit', 'aja', 'gman', 'sih', 'loe']",positive,11
@@arklous5676 vega itu saingannya mmx bro. Irish itu onboard nya intel. Seperti uhd. Jd irish itu versi standar. Kl ada vega atau mx itu namanya discrete graphic,arklous vega saing mmx bro irish onboard nya intel uhd jd irish versi standar kl vega mx nama discrete graphic,"['arklous', 'vega', 'saing', 'mmx', 'bro', 'irish', 'onboard', 'nya', 'intel', 'uhd', 'jd', 'irish', 'versi', 'standar', 'kl', 'vega', 'mx', 'nama', 'discrete', 'graphic']",negative,-2
@@leonardo5984 antena tv digital loe beli yg kotak ada powernya aja. Itu bagus.,leonardo antena tv digital loe beli yg kotak powernya aja bagus,"['leonardo', 'antena', 'tv', 'digital', 'loe', 'beli', 'yg', 'kotak', 'powernya', 'aja', 'bagus']",positive,-5
Bang bikin rekomendasi laptop buat daring season 3,bang bikin rekomendasi laptop daring season,"['bang', 'bikin', 'rekomendasi', 'laptop', 'daring', 'season']",neutral,0
https://youtu.be/YoeI1oEJzrU ....,httpsyoutubeyoeioejzru,['httpsyoutubeyoeioejzru'],neutral,0
Ada kak yg mirip specnya. Dan aku sudah beli. Lenovo 14 ALC05. aku pakai yg AMD Ryzen 7 5700 VGA Radeon Vega 8 (klo gak salah inget). Harga waktu ku beli 3500 SAR (sekitar 13 - 14 jutaan). 16 Gb. 512 Gb SSD.,kak yg specnya beli lenovo alc pakai yg amd ryzen vga radeon vega klo gak salah inget harga ku beli sar juta gb gb ssd,"['kak', 'yg', 'specnya', 'beli', 'lenovo', 'alc', 'pakai', 'yg', 'amd', 'ryzen', 'vga', 'radeon', 'vega', 'klo', 'gak', 'salah', 'inget', 'harga', 'ku', 'beli', 'sar', 'juta', 'gb', 'gb', 'ssd']",positive,-1
Bang mau tanya cara ngatasin notice *your windows License Will expire Soon* gimana bang baru pertama make soalnya hhe,bang ngatasin notice your windows license will expire soon gimana bang make hhe,"['bang', 'ngatasin', 'notice', 'your', 'windows', 'license', 'will', 'expire', 'soon', 'gimana', 'bang', 'make', 'hhe']",neutral,0
Kayaknya terlalu maksa kalo ada kesalahan materi di video tapi tetap di-upload. Hapus. Edit. Reupload. Saya kira itu lebih bijak.,kayak maksa kalo salah materi video diupload hapus edit reupload bijak,"['kayak', 'maksa', 'kalo', 'salah', 'materi', 'video', 'diupload', 'hapus', 'edit', 'reupload', 'bijak']",negative,-16
YO,yo,['yo'],neutral,0
Siap bang vid,bang vid,"['bang', 'vid']",neutral,0
@@irfancool3967 dimana² ada aja makelar nya,irfancool mana aja makelar nya,"['irfancool', 'mana', 'aja', 'makelar', 'nya']",negative,-2
Yang jara g di bahas yang Core I5 nya bang david,jara g bahas core i nya bang david,"['jara', 'g', 'bahas', 'core', 'i', 'nya', 'bang', 'david']",positive,2
Laptop Infinix lebih 💪😎 daripada laptop Xiaomi #KetikaJujurBerbicara,laptop infinix laptop xiaomi ketikajujurberbicara,"['laptop', 'infinix', 'laptop', 'xiaomi', 'ketikajujurberbicara']",neutral,0
Bang review laptop merah putih yg hardis nya 32gb zyrex chromebook. Coba tes game cyberpunk,bang review laptop merah putih yg hardis nya gb zyrex chromebook coba tes game cyberpunk,"['bang', 'review', 'laptop', 'merah', 'putih', 'yg', 'hardis', 'nya', 'gb', 'zyrex', 'chromebook', 'coba', 'tes', 'game', 'cyberpunk']",positive,0
NAH,,[],neutral,0
infinix okelah soal value tp blm worth it buat penggila game dan kaum desainer😂😂,infinix oke value tp blm worth it gila game kaum desainer,"['infinix', 'oke', 'value', 'tp', 'blm', 'worth', 'it', 'gila', 'game', 'kaum', 'desainer']",positive,2
Infinix ini brand dari mana ya?,infinix brand ya,"['infinix', 'brand', 'ya']",positive,4
intinya untuk yang punya duit 10 juta udah best deal ini laptop,inti duit juta udah best deal laptop,"['inti', 'duit', 'juta', 'udah', 'best', 'deal', 'laptop']",positive,2
"Bang pernah baca di official store infinix, kalo yg seri i3 itu ga dapet microsoft office permanen, cuma trial 3 bulan (?)",bang baca official store infinix kalo yg seri i ga dapet microsoft office permanen trial,"['bang', 'baca', 'official', 'store', 'infinix', 'kalo', 'yg', 'seri', 'i', 'ga', 'dapet', 'microsoft', 'office', 'permanen', 'trial']",positive,7
Bang Charger tu leptop yg type C di cas ke hp yg type C meledak gak tu hp🤣?,bang charger tu leptop yg type c cas hp yg type c ledak gak tu hp,"['bang', 'charger', 'tu', 'leptop', 'yg', 'type', 'c', 'cas', 'hp', 'yg', 'type', 'c', 'ledak', 'gak', 'tu', 'hp']",negative,-4
"@@muhammadtaufikakbar5109 contoh case kalau hp itu type c 45w, kalau hp nya support bisa2 aja kayak xiaomi kan beberapa udah ada yang support 45",muhammadtaufikakbar contoh case hp type c w hp nya support aja kayak xiaomi udah support,"['muhammadtaufikakbar', 'contoh', 'case', 'hp', 'type', 'c', 'w', 'hp', 'nya', 'support', 'aja', 'kayak', 'xiaomi', 'udah', 'support']",positive,6
Cmiiw👐,cmiiw,['cmiiw'],neutral,0
"@@somadlengkong1011 Akhiran an di Pembandingan jadi aneh kedengarannya, jadi kalo dengan akhiran an maka awal Per sudah benar. CMIIW",somadlengkong akhir an banding aneh dengar kalo akhir an cmiiw,"['somadlengkong', 'akhir', 'an', 'banding', 'aneh', 'dengar', 'kalo', 'akhir', 'an', 'cmiiw']",positive,2
"@@TeknoReviewNet iya. Barusan beli laptop, ternyata harga 7 udah banyak banget laptop tigerlake branded smcm HP, Acer, dll. Tapi yg standar. Kalau yg slime ada di harga 7,5 - 9.",teknoreviewnet iya barusan beli laptop harga udah banget laptop tigerlake branded smcm hp acer dll yg standar yg slime harga,"['teknoreviewnet', 'iya', 'barusan', 'beli', 'laptop', 'harga', 'udah', 'banget', 'laptop', 'tigerlake', 'branded', 'smcm', 'hp', 'acer', 'dll', 'yg', 'standar', 'yg', 'slime', 'harga']",positive,4
Cpk sedih sebel sakit hati gara gara nungguin promosi d jam 00.00mlm kehabisan Mulu . GK niat bngts infinix Inbox X1 jualan d online d batasi  stok ny ..lma lma bli redmi book 15 aj lh .. sebel bngts promosi ny terbatas,cpk sedih sebel sakit hati gara gara nungguin promosi d jam mlm habis mulu gk niat bngts infinix inbox x jual d online d batas stok ny lma lma bli redmi book aj lh sebel bngts promosi ny batas,"['cpk', 'sedih', 'sebel', 'sakit', 'hati', 'gara', 'gara', 'nungguin', 'promosi', 'd', 'jam', 'mlm', 'habis', 'mulu', 'gk', 'niat', 'bngts', 'infinix', 'inbox', 'x', 'jual', 'd', 'online', 'd', 'batas', 'stok', 'ny', 'lma', 'lma', 'bli', 'redmi', 'book', 'aj', 'lh', 'sebel', 'bngts', 'promosi', 'ny', 'batas']",negative,-36
Kak riview Infinix zero x Neo dong,kak riview infinix zero x neo,"['kak', 'riview', 'infinix', 'zero', 'x', 'neo']",negative,-3
Harga kisaran brp kak?,harga kisar brp kak,"['harga', 'kisar', 'brp', 'kak']",positive,3
0pplpl,pplpl,['pplpl'],neutral,0
Hai bg,hai bg,"['hai', 'bg']",positive,3
ini ada fitur auto cut off charging gak yah kalo batre penuh?,fitur auto cut off charging gak yah kalo batre penuh,"['fitur', 'auto', 'cut', 'off', 'charging', 'gak', 'yah', 'kalo', 'batre', 'penuh']",neutral,0
rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr@@rapii7286,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrapii,['rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrapii'],neutral,0
Mantab butuh bgt thx 👍,mantab butuh bgt thx,"['mantab', 'butuh', 'bgt', 'thx']",negative,-5
Maen resident evil 4 remake disini gak kuat,maen resident evil remake gak kuat,"['maen', 'resident', 'evil', 'remake', 'gak', 'kuat']",positive,2
"Ala” butterfly keyboard di macbook
Kelemahan yg bisa jadi gengsi",ala butterfly keyboard macbook lemah yg gengsi,"['ala', 'butterfly', 'keyboard', 'macbook', 'lemah', 'yg', 'gengsi']",positive,5
macbook sendiri sudah tidak pake butterfly keyboard untuk macbook series apapun yang versi terbaru tahun 2020 dan 2020 keatas,macbook pake butterfly keyboard macbook series apa versi baru atas,"['macbook', 'pake', 'butterfly', 'keyboard', 'macbook', 'series', 'apa', 'versi', 'baru', 'atas']",negative,-7
"Rekomendasi dong laptop tapi bisa nge game dan nugas,biar gak ke genjutus ke seller laptop nya",rekomendasi laptop nge game nugasbiar gak genjutus seller laptop nya,"['rekomendasi', 'laptop', 'nge', 'game', 'nugasbiar', 'gak', 'genjutus', 'seller', 'laptop', 'nya']",positive,2
#MendingLenovo ah 😁,mendinglenovo ah,"['mendinglenovo', 'ah']",neutral,0
Hadir,hadir,['hadir'],positive,-1
"Divisi pemasaran auto kalang kabut, barang di review gadgetin malah touchpad begitu🌚",divisi pasar auto kalang kabut barang review gadgetin touchpad,"['divisi', 'pasar', 'auto', 'kalang', 'kabut', 'barang', 'review', 'gadgetin', 'touchpad']",negative,-2
"Klo gw tetep asus zenbook sih,",klo gw tetep asus zenbook sih,"['klo', 'gw', 'tetep', 'asus', 'zenbook', 'sih']",neutral,0
tapi bang snsv vivobook yang buat perbandingan ada diskrit mx 330 dan gen 11 sih bang wajar harga lebih mahal hehe,bang snsv vivobook banding diskrit mx gen sih bang wajar harga mahal hehe,"['bang', 'snsv', 'vivobook', 'banding', 'diskrit', 'mx', 'gen', 'sih', 'bang', 'wajar', 'harga', 'mahal', 'hehe']",positive,2
"8:48, pas w ketiduran, seketika kebangun dong hahaha 😄",pas w tidur bangun hahaha,"['pas', 'w', 'tidur', 'bangun', 'hahaha']",positive,3
9:43 ternyata bang David fans Digimon Frontier,bang david fans digimon frontier,"['bang', 'david', 'fans', 'digimon', 'frontier']",positive,2
Lah... Baru nyadar aku.... 😅,nyadar,['nyadar'],neutral,0
salfok ama digivice di 9:34 :DD,salfok ama digivice dd,"['salfok', 'ama', 'digivice', 'dd']",neutral,0
Kita tunggu sampe infinix ngeluarin laptop setara rog,tunggu sampe infinix ngeluarin laptop tara rog,"['tunggu', 'sampe', 'infinix', 'ngeluarin', 'laptop', 'tara', 'rog']",positive,1
Nonton doang kagak beli adalah jalan ninjaku..,nonton doang kagak beli jalan ninjaku,"['nonton', 'doang', 'kagak', 'beli', 'jalan', 'ninjaku']",neutral,-4
"Channel ini punya cara yg elegan, drpd triak2 bodat badut aja. Maklum yg lain ngemis viewer.",channel yg elegan drpd triak bodat badut aja maklum yg ngemis viewer,"['channel', 'yg', 'elegan', 'drpd', 'triak', 'bodat', 'badut', 'aja', 'maklum', 'yg', 'ngemis', 'viewer']",positive,5
Sejak kapan bang david suka wallpaper ala anime begini..,bang david suka wallpaper ala anime,"['bang', 'david', 'suka', 'wallpaper', 'ala', 'anime']",positive,2
"oh ya,untuk sesama infinix ada screenshare ga bang? menurut gw itu bakalan jadi point selling deh you know lah infinix dipasaran hp dh lumayan, klo user pengguna hp infinix dn pgn beli leptopny juga kan enak",oh yauntuk infinix screenshare ga bang gw point selling deh you know infinix pasar hp dh lumayan klo user guna hp infinix dn pgn beli leptopny enak,"['oh', 'yauntuk', 'infinix', 'screenshare', 'ga', 'bang', 'gw', 'point', 'selling', 'deh', 'you', 'know', 'infinix', 'pasar', 'hp', 'dh', 'lumayan', 'klo', 'user', 'guna', 'hp', 'infinix', 'dn', 'pgn', 'beli', 'leptopny', 'enak']",positive,0
Di Huawei d14 ada fiturnya,huawei d fiturnya,"['huawei', 'd', 'fiturnya']",neutral,0
Siap siap ada yang panas nihh hihii,panas nihh hihii,"['panas', 'nihh', 'hihii']",positive,-2
*Beberapa hari kemudian Realme ikut ikutan 🗿🥔,realme ikut,"['realme', 'ikut']",negative,-3
"bang itu kalau di cas nyetrum ga bang?
#SeriusTanya",bang cas nyetrum ga bang seriustanya,"['bang', 'cas', 'nyetrum', 'ga', 'bang', 'seriustanya']",neutral,0
nunggu ada duit,nunggu duit,"['nunggu', 'duit']",positive,1
Bang bajunya di setrika dulu bang,bang baju setrika bang,"['bang', 'baju', 'setrika', 'bang']",positive,2
support thunderbolt Lur..?,support thunderbolt lur,"['support', 'thunderbolt', 'lur']",positive,4
"6:23 anjay tangannya ngebug, heronya jalan orangnya diem",anjay tangan ngebug hero jalan orang diem,"['anjay', 'tangan', 'ngebug', 'hero', 'jalan', 'orang', 'diem']",neutral,-3
kan pake mouse dipake di tangan kanan,pake mouse dipake tangan kanan,"['pake', 'mouse', 'dipake', 'tangan', 'kanan']",positive,1
INFINIX = INI SIH FIX,infinix sih fix,"['infinix', 'sih', 'fix']",neutral,0
jirrr nontonin gandalf saxophone,jirrr nontonin gandalf saxophone,"['jirrr', 'nontonin', 'gandalf', 'saxophone']",neutral,0
Review Samsung Flex Bang,review samsung flex bang,"['review', 'samsung', 'flex', 'bang']",neutral,0
Gk ada VGA external 🤣,gk vga external,"['gk', 'vga', 'external']",neutral,0
"Bang.. bandingin sama laptop Redmi dri xioami bang..

Kan sama2 murah tuh.. siapa yg menang",bang bandingin laptop redmi dri xioami bang murah tuh yg menang,"['bang', 'bandingin', 'laptop', 'redmi', 'dri', 'xioami', 'bang', 'murah', 'tuh', 'yg', 'menang']",positive,0
#xiaomimembadut,xiaomimembadut,['xiaomimembadut'],neutral,0
Wallpapernya keren bang😍,wallpapernya keren bang,"['wallpapernya', 'keren', 'bang']",neutral,0
"kalo laptop 2020 keatas touchpad gausa diteken sekali klik biasa atau double klik udh kek mac bang bs klik kanan
jd g ush cliky lagi",kalo laptop atas touchpad gausa teken klik double klik udh kek mac bang bs klik kanan jd g ush cliky,"['kalo', 'laptop', 'atas', 'touchpad', 'gausa', 'teken', 'klik', 'double', 'klik', 'udh', 'kek', 'mac', 'bang', 'bs', 'klik', 'kanan', 'jd', 'g', 'ush', 'cliky']",negative,-7
"@@CharlesSiho iya cm aneh aja jaman skrg klik toucpad sampai neken wkwk
pdhl udh sekali sentuh bisa",charlessiho iya cm aneh aja jaman skrg klik toucpad neken wkwk pdhl udh sentuh,"['charlessiho', 'iya', 'cm', 'aneh', 'aja', 'jaman', 'skrg', 'klik', 'toucpad', 'neken', 'wkwk', 'pdhl', 'udh', 'sentuh']",positive,-2
Smooth banget pindah ke iklannya wkwk,smooth banget pindah iklan wkwk,"['smooth', 'banget', 'pindah', 'iklan', 'wkwk']",positive,-1
ini untuk editing video resolusi fhd dan design grafis kyknya oke gak ya ?,editing video resolusi fhd design grafis kyknya oke gak ya,"['editing', 'video', 'resolusi', 'fhd', 'design', 'grafis', 'kyknya', 'oke', 'gak', 'ya']",positive,9
Apa kabar redmibook yang hari gini masih pake layar TN xixixixixixixixixixixi,kabar redmibook gin pake layar tn xixixixixixixixixixixi,"['kabar', 'redmibook', 'gin', 'pake', 'layar', 'tn', 'xixixixixixixixixixixi']",positive,-1
"si oren diinjak injak
ampun orenfans",si oren injak injak ampun orenfans,"['si', 'oren', 'injak', 'injak', 'ampun', 'orenfans']",positive,-2
"Kirain infinix udah i7 gen 11, ternyata masih gen 10",kirain infinix udah i gen gen,"['kirain', 'infinix', 'udah', 'i', 'gen', 'gen']",neutral,0
Mending rakit pc,mending rakit pc,"['mending', 'rakit', 'pc']",positive,-1
